index,description,tweet_lemma,label_model
208,"Tegas, Fraksi PKS Sumbar Tolak Kenaikan Harga BBM Bersubsidi !

""Kebijakan pemerintah menaikkan BBM menyebabkan kenaikan inflasi makin parah, dan efek domino kenaikan harga BBM bersubsidi akan berdampak luas."" ~ Nurfirman Wansyah

https://t.co/LQvhC1mQks https://t.co/nRLNgrB6WC",Tegas  Fraksi PKS Sumbar Tolak Kenaikan Harga BBM Bersubsidi     Kebijakan pemerintah menaikkan BBM menyebabkan kenaikan inflasi makin parah  dan efek domino kenaikan harga BBM bersubsidi akan berdampak luas     Nurfirman Wansyah     ,negatif
209,"Dari Rejang Lebong, Bengkulu, PKS suarakan keresahan masyarakat menolak kenaikan BBM bersubsidi.

Kenaikan BBM menambah beban rakyat, PKS tegas serukan Batalkan Kenaikan BBM.
#AksiTolakBBMNaik https://t.co/txSFelzyoU",Dari Rejang Lebong  Bengkulu  PKS suarakan keresahan masyarakat menolak kenaikan BBM bersubsidi   Kenaikan BBM menambah beban rakyat  PKS tegas serukan Batalkan Kenaikan BBM   AksiTolakBBMNaik  ,negatif
210,"""Begitu harga pangan naik, artinya di sebuah daerah kemiskinan juga akan terkerek ikut naik. Utamanya, harga beras sebagai komponen utama,"" kata Presiden Jokowi saat memberikan pengarahan kepada seluruh kepala daerah terkait pengendalian inflasi
 https://t.co/GRkSA2Nzxm", Begitu harga pangan naik  artinya di sebuah daerah kemiskinan juga akan terkerek ikut naik  Utamanya  harga beras sebagai komponen utama   kata Presiden Jokowi saat memberikan pengarahan kepada seluruh kepala daerah terkait pengendalian inflasi   ,netral
211,Mahasiswa melakukan aksi unjuk rasa di depan gedung Balai Kota DKI Jakarta. Massa tersebut terlihat berorasi sambil membakar ban. https://t.co/z03LFoCUsf,Mahasiswa melakukan aksi unjuk rasa di depan gedung Balai Kota DKI Jakarta  Massa tersebut terlihat berorasi sambil membakar ban   ,negatif
212,"Tiga Mahasiswa Ditangkap Saat Demo Tolak Kenaikan BBM di Bengkulu Ricuh
https://t.co/I1UU3k7Mcd",Tiga Mahasiswa Ditangkap Saat Demo Tolak Kenaikan BBM di Bengkulu Ricuh  ,negatif
213,Massa aksi Kenaikan Harga BBM di depan Gedung DPRD Kalimantan Timur pun sampai malam.. ?????? (13/Sept/2022) https://t.co/yN67oGS8U1 https://t.co/va93L6M42H,Massa aksi Kenaikan Harga BBM di depan Gedung DPRD Kalimantan Timur pun sampai malam             Sept       ,negatif
214,"#BeritaJatim 
Ratusan Mahasiswa di Surabaya Geruduk Grahadi, Tolak Kenaikan Harga BBM
#demomahasiswa
#gedunggrahadisurabaya
#kenaikanbbm 
https://t.co/h8humL4XfL", BeritaJatim  Ratusan Mahasiswa di Surabaya Geruduk Grahadi  Tolak Kenaikan Harga BBM  demomahasiswa  gedunggrahadisurabaya  kenaikanbbm   ,negatif
215,Berbagai Elemen Massa Menggelar Aksi Demo Menolak Kenaikan BBM di Patung Kuda (Selasa/13/9/22) https://t.co/6RXkf1igaF,Berbagai Elemen Massa Menggelar Aksi Demo Menolak Kenaikan BBM di Patung Kuda  Selasa         ,negatif
216,"KSP Klaim Jokowi Dengarkan Aspirasi Tolak Kenaikan BBM
https://t.co/C6sxgIFPOn",KSP Klaim Jokowi Dengarkan Aspirasi Tolak Kenaikan BBM  ,negatif
217,"Rakyat mana yang mau diwakilkan pengucapan kayak gininya di tengah keramaian demo kenaikan BBM?

Fungsi DPR sudah berubah?

Arogan sekali anggota DPR sekarang ini. Dibayar mahal hanya untuk MELUKAI HATI RAKYAT yang suaranya pernah dipakai untuk pelantikannya.

DPR ANEH!",Rakyat mana yang mau diwakilkan pengucapan kayak gininya di tengah keramaian demo kenaikan BBM   Fungsi DPR sudah berubah   Arogan sekali anggota DPR sekarang ini  Dibayar mahal hanya untuk MELUKAI HATI RAKYAT yang suaranya pernah dipakai untuk pelantikannya   DPR ANEH ,negatif
218,"KITA BALIK!
Berarti ini anggota DPR nya yang nggak punya peri kemanusiaan. Bisa-bisanya ""bilang Happy birthday ke Puan di tengah rapat paripurna yang belum kelar"" padahal diluar banyak rakyat yang lagi demo kenaikan BBM. 

DPR itu masih Dewan Perwakilan Rakyat beneran nggak sih? https://t.co/PHqXSsQmGs",KITA BALIK  Berarti ini anggota DPR nya yang nggak punya peri kemanusiaan  Bisa bisanya  bilang Happy birthday ke Puan di tengah rapat paripurna yang belum kelar  padahal diluar banyak rakyat yang lagi demo kenaikan BBM    DPR itu masih Dewan Perwakilan Rakyat beneran nggak sih   ,netral
219,"@ommi_siregar @panca66 Demo kenaikan BBM dg menghamburkan BBM dan menimbulkan polusi suara.
Selamat berjuang.",    Demo kenaikan BBM dg menghamburkan BBM dan menimbulkan polusi suara  Selamat berjuang ,negatif
220,"Wapres kurang peka kemaslahatan rakyat.
Apa yg diraskan rakyat, beda dg yg dirasakan nya.
Rakyat sedang terbebani dg kebijakan kenaikan harga BBM.
#BBMNaikRakyatRevolusi https://t.co/JA3idxjAac",Wapres kurang peka kemaslahatan rakyat  Apa yg diraskan rakyat  beda dg yg dirasakan nya  Rakyat sedang terbebani dg kebijakan kenaikan harga BBM   BBMNaikRakyatRevolusi  ,negatif
221,Dewan DPRD Provinsi Bengkuku temui massa aksi Tolak Kenaikan Harga BBM di depan gedung DPRD Bengkulu.. ??????? (13/Sept/2022) https://t.co/sF3fOkEaKS,Dewan DPRD Provinsi Bengkuku temui massa aksi Tolak Kenaikan Harga BBM di depan gedung DPRD Bengkulu              Sept     ,negatif
222,"Penolakan Kenaikan Harga BBM Menggema di Paripurna DPRD Grobogan

Selengkapnya klik tautan berikut ini
#Grobogan #Rapatparipurna #DPRDGrobogan #PKSGrobogan #Tolakbbmnaik #bbmnaik
 https://t.co/1yarFi9fiO",Penolakan Kenaikan Harga BBM Menggema di Paripurna DPRD Grobogan  Selengkapnya klik tautan berikut ini  Grobogan  Rapatparipurna  DPRDGrobogan  PKSGrobogan  Tolakbbmnaik  bbmnaik   ,negatif
223,"Menahan laju inflasi sampai ke level pemerintah daerah, pemerintah menjaga imbas kenaikan harga BBM agar tetap terkendali https://t.co/NLbtOiM2Mf",Menahan laju inflasi sampai ke level pemerintah daerah  pemerintah menjaga imbas kenaikan harga BBM agar tetap terkendali  ,netral
224,Ekonom Soal Kenaikan BBM: Langkah Pemerintah Atasi Persoalan Bersama https://t.co/iIyOO4FndW,Ekonom Soal Kenaikan BBM  Langkah Pemerintah Atasi Persoalan Bersama  ,netral
225,"Massa mahasiswa yang menggelar demonstrasi menolak kenaikan harga bahan bakar minyak (BBM) masih bertahan di kawasan Patung Kuda, Jakarta Pusat, malam ini. https://t.co/mofTDE3Ah6",Massa mahasiswa yang menggelar demonstrasi menolak kenaikan harga bahan bakar minyak  BBM  masih bertahan di kawasan Patung Kuda  Jakarta Pusat  malam ini   ,negatif
226,Demokrat membebaskan Kadernya Ikut Demo kenaikan BBM! https://t.co/txBgwSKEDY,Demokrat membebaskan Kadernya Ikut Demo kenaikan BBM   ,negatif
227,Massa buruh bergerak menuju @DPR_RI menolak kenaikan harga BBM (6/9/2022) https://t.co/XTpDsHdx1z,Massa buruh bergerak menuju   menolak kenaikan harga BBM          ,negatif
228,"@Paltiwest @jokowi Orang-orang di Maluku Tenggara, sangat gembira ketika didatangi Presiden tercinta nya. Euphoria

Tapi di Jakarta hari ini pendemo kenaikan BBM pada histeria meneriakkan Presiden nya sendiri mundur.

Memang Ibukota sudah saatnya dipindah",    Orang orang di Maluku Tenggara  sangat gembira ketika didatangi Presiden tercinta nya  Euphoria  Tapi di Jakarta hari ini pendemo kenaikan BBM pada histeria meneriakkan Presiden nya sendiri mundur   Memang Ibukota sudah saatnya dipindah,netral
229,"Massa aksi ""Tolak Kenaikan Harga BBM"" memblokade jalan di Sampoddo Palopo, Sulawesi Selatan.. ??????? 
(13/Sept/2022) https://t.co/MJlcZOqn2E",Massa aksi  Tolak Kenaikan Harga BBM  memblokade jalan di Sampoddo Palopo  Sulawesi Selatan               Sept     ,negatif
230,"Aksi Aliansi Rakyat Surabaya (ARAS)  yang terdiri dari : GSBI, PEMPROF SURABAYA, LAMRI, ALIANSI BEM SURABAYA-ABS-ITS, UNAIR, PEN ITS, UPN, UINSA, UNESA, UNAIR FK KEDOKTERAN, UNUSA

TOLAK KENAIKAN HARGA BBM 
Hari ini 14 Sept 2022 gelar Aksi di Gedung Grahadi Surabaya Jawa Timur https://t.co/DbNPqvKFad",Aksi Aliansi Rakyat Surabaya  ARAS   yang terdiri dari   GSBI  PEMPROF SURABAYA  LAMRI  ALIANSI BEM SURABAYA ABS ITS  UNAIR  PEN ITS  UPN  UINSA  UNESA  UNAIR FK KEDOKTERAN  UNUSA  TOLAK KENAIKAN HARGA BBM  Hari ini   Sept   gelar Aksi di Gedung Grahadi Surabaya Jawa Timur  ,negatif
231,Mahasiswa demo di Balai Kota Jakarta untuk menolak kenaikan BBM diwarnai kericuhan. #kumparanNEWS https://t.co/TBycEs8u5A,Mahasiswa demo di Balai Kota Jakarta untuk menolak kenaikan BBM diwarnai kericuhan   kumparanNEWS  ,negatif
232,Udah bilang media masih di gebuk. lokasi Semarang tadi malam 060922  pasca Massa tolak kenaikan BBM https://t.co/75VeeBFXMA,Udah bilang media masih di gebuk  lokasi Semarang tadi malam    pasca Massa tolak kenaikan BBM  ,netral
233,"Bjorka.... Dimana-mana bjorka. oh..heyy haloooooo menurutku bjorka itu hekel palsu, yang sengaja dibuat oleh pemerintah supanya apa? Ya buat pengalihan isulahh... Oheyyyyy apa kabar kasus jendral² tolol trus kenaikan BBM bersubsidi? Kasus km 50 ? Lalalala",Bjorka     Dimana mana bjorka  oh  heyy haloooooo menurutku bjorka itu hekel palsu  yang sengaja dibuat oleh pemerintah supanya apa  Ya buat pengalihan isulahh    Oheyyyyy apa kabar kasus jendral  tolol trus kenaikan BBM bersubsidi  Kasus km     Lalalala,netral
234,Mahasiswa Boyolali Demo Tolak Kenaikan Harga BBM https://t.co/7cGHNpE9RA,Mahasiswa Boyolali Demo Tolak Kenaikan Harga BBM  ,negatif
235,"Kami akan terus menyuarakan keresahan masyarakat terkait naiknya harga BBM, karena dikhawatirkan akan berdampak terhadap harga bahan pokok lainnya.
Janji Presiden Jokowi yang mengatakan tdk ada kenaikan harga BBM sampai akhir tahun ternyata hanyalah omong kosong.
#PartaiDemokrat https://t.co/XlUK4O4k8j",Kami akan terus menyuarakan keresahan masyarakat terkait naiknya harga BBM  karena dikhawatirkan akan berdampak terhadap harga bahan pokok lainnya  Janji Presiden Jokowi yang mengatakan tdk ada kenaikan harga BBM sampai akhir tahun ternyata hanyalah omong kosong   PartaiDemokrat  ,negatif
236,"Akibat kenaikan harga BBM, harga sayur, ikan, daging di pasar ikut melonjak. Tapi meski harga naik, bukannya dapat untung lebih, justru pedagang mengeluh. Pasalnya, makin sulit menjual barang dagangan.

#SilatTani #AnginTimur
#EkspedisiIndonesiaBaru https://t.co/OYb8VenlEf",Akibat kenaikan harga BBM  harga sayur  ikan  daging di pasar ikut melonjak  Tapi meski harga naik  bukannya dapat untung lebih  justru pedagang mengeluh  Pasalnya  makin sulit menjual barang dagangan    SilatTani  AnginTimur  EkspedisiIndonesiaBaru  ,netral
237,"@CNNIndonesia Mari back 2 Sambo, kenaikan BBM dan 3 periode..!!!",  Mari back   Sambo  kenaikan BBM dan   periode     ,netral
238,SUDAH TAYANG YA! SAID DIDU SANG “ORANG DALAM” SOAL KENAIKAN HARGA BBM: SUBSIDI ADALAH “CANDU” BANSOS ADALAH “NARKOBA”!! YOUTUBE: https://t.co/aXqWysaG57  (INDONESIA LAWYERS CLUB) https://t.co/B1brEPAewl,SUDAH TAYANG YA  SAID DIDU SANG  ORANG DALAM  SOAL KENAIKAN HARGA BBM  SUBSIDI ADALAH  CANDU  BANSOS ADALAH  NARKOBA    YOUTUBE      INDONESIA LAWYERS CLUB   ,positif
239,"Kurang jauh beritanya, di Makasar juga rame tuh tolak kenaikan BBM https://t.co/XTELYx1Nn7",Kurang jauh beritanya  di Makasar juga rame tuh tolak kenaikan BBM  ,negatif
240,"Massa aksi di paksa pukul mundur oleh Aparat kepolisian, dg menggunakan gas air mata &amp; Water Canon (Meriam Air) &amp; beberapa massa pun diamankan oleh Aparat di depan gedung DPRD Provinsi Bengkulu.. (6/Sept/2022)

Tolak Kenaikan Harga BBM ??????? https://t.co/AU6XtlJPmG",Massa aksi di paksa pukul mundur oleh Aparat kepolisian  dg menggunakan gas air mata  amp  Water Canon  Meriam Air   amp  beberapa massa pun diamankan oleh Aparat di depan gedung DPRD Provinsi Bengkulu      Sept     Tolak Kenaikan Harga BBM          ,negatif
241,"@Tan_Mar3M @DoankWarto Ngapain soal pribadi (poligami) dikaitkan dengan kepentingan umum (menolak kenaikan BBM)?

Benci ya sama PKS?
Kenapa poligami kakeknya Puan gak lo sindirin?",    Ngapain soal pribadi  poligami  dikaitkan dengan kepentingan umum  menolak kenaikan BBM    Benci ya sama PKS  Kenapa poligami kakeknya Puan gak lo sindirin ,netral
242,"Demo tolak kenaikan harga BBM terus berlangsung di sejumlah daerah, tidak hanya mahasiswa, pengemudi ojek online protes kenaikan harga BBM yang tidak diiringi dengan kenaikan tarif ojol yang sesuai. https://t.co/0Gfq8MtyLv",Demo tolak kenaikan harga BBM terus berlangsung di sejumlah daerah  tidak hanya mahasiswa  pengemudi ojek online protes kenaikan harga BBM yang tidak diiringi dengan kenaikan tarif ojol yang sesuai   ,negatif
243,Bantahan Sdr. Yustinus @prastow atas pernyataan saya mengenai narasi menyesatkan di balik kenaikan harga BBM sebenarnya tidak sedikitpun membantah argumen yang saya kemukakan. Mari kita bahas.,Bantahan Sdr  Yustinus   atas pernyataan saya mengenai narasi menyesatkan di balik kenaikan harga BBM sebenarnya tidak sedikitpun membantah argumen yang saya kemukakan  Mari kita bahas ,netral
244,"Termasuk soal penolakan kenaikan harga Bahan Bakar Minyak (BBM)

@Dr_Moeldoko bahkan mengapresiasi pengunjuk rasa yang menyampaikan aspirasinya soal penyesuaian harga BBM dengan tertib sehingga situasi demonstrasi tetap kondusif

#PenjagaNKRI @KSPgoid https://t.co/d8VC0FriqK",Termasuk soal penolakan kenaikan harga Bahan Bakar Minyak  BBM     bahkan mengapresiasi pengunjuk rasa yang menyampaikan aspirasinya soal penyesuaian harga BBM dengan tertib sehingga situasi demonstrasi tetap kondusif   PenjagaNKRI    ,negatif
245,"Didemo Selama 2 Minggu Terakhir, Istana Klaim Jokowi 'Dengarkan' Aspirasi Tolak Kenaikan BBM
https://t.co/nYdKY1iZ48",Didemo Selama   Minggu Terakhir  Istana Klaim Jokowi  Dengarkan  Aspirasi Tolak Kenaikan BBM  ,negatif
246,"Kader IMM Tolak Kenaikan BBM, Pemkab &amp; DPRD Akan Ajukan Ke Pusat https://t.co/oTY429rNTF",Kader IMM Tolak Kenaikan BBM  Pemkab  amp  DPRD Akan Ajukan Ke Pusat  ,negatif
247,"12) Pada 2008, harga ICP juga melonjak hingga US$ 96,1, padahal asumsi APPN US$63. Tapi karena kurs hanya Rp9.161/USD, kenaikan harga BBM tidak sebesar sekarang. Tahun itu harga BBM bahkan kemudian diturunkan kembali hingga 2 kali.",   Pada    harga ICP juga melonjak hingga US       padahal asumsi APPN US    Tapi karena kurs hanya Rp    USD  kenaikan harga BBM tidak sebesar sekarang  Tahun itu harga BBM bahkan kemudian diturunkan kembali hingga   kali ,negatif
248,"11) Pemerintah gagal jaga fundamental ekonomi shg rupiah terus merosot. Sebagai catatan, pada 2011 harga ICP pernah capai US$111,6/barel, asumsi APBN-nya hanya US$80. Tapi karena kurs kuat, hanya Rp9.144/USD, tidak ada kenaikan harga BBM.",   Pemerintah gagal jaga fundamental ekonomi shg rupiah terus merosot  Sebagai catatan  pada   harga ICP pernah capai US     barel  asumsi APBN nya hanya US    Tapi karena kurs kuat  hanya Rp    USD  tidak ada kenaikan harga BBM ,netral
249,"8) Kenapa aneh? Di satu sisi Pemerintah selalu klaim depresiasi rupiah paling rendah jika dibanding mata uang negara lain, tapi kenaikan harga BBM kita justru yang paling tinggi.",   Kenapa aneh  Di satu sisi Pemerintah selalu klaim depresiasi rupiah paling rendah jika dibanding mata uang negara lain  tapi kenaikan harga BBM kita justru yang paling tinggi ,positif
250,"Dengan Tersalurkan nya BLT ke Masyarakat
Mampu Mengurangi Beban Karna kenaikan Harga BBM.
Subsidi Tepat Sasaran.
#BLTBBMBantuMasyarakat
#BansosBBMRingankanRakyat
#KPMPenyaluranBLTTepatSasaran
ACEH https://t.co/81WbVcETT2",Dengan Tersalurkan nya BLT ke Masyarakat Mampu Mengurangi Beban Karna kenaikan Harga BBM  Subsidi Tepat Sasaran   BLTBBMBantuMasyarakat  BansosBBMRingankanRakyat  KPMPenyaluranBLTTepatSasaran ACEH  ,positif
251,"@andrewbendico @detikcom Naahh... di setiap rezim ada kenaikan BBM jd kan! di semua rezim punya pertimbangan masing2 utk naikin bbm... supaya fair kita harus liyat kondisi rakyat yg dulu (????thn 2012, jaman SBY) terjepit ekonominya gimana sekarang kondis",    Naahh    di setiap rezim ada kenaikan BBM jd kan  di semua rezim punya pertimbangan masing  utk naikin bbm    supaya fair kita harus liyat kondisi rakyat yg dulu      thn    jaman SBY  terjepit ekonominya gimana sekarang kondis,netral
252,Kenaikan harga BBM kali ini demonya kaya isi rekening dan hati. Sepi.,Kenaikan harga BBM kali ini demonya kaya isi rekening dan hati  Sepi ,negatif
253,"Tolak Kenaikan BBM, Gebrak Akan Kepung Istana Siang Ini
https://t.co/WaFQNiXaXj",Tolak Kenaikan BBM  Gebrak Akan Kepung Istana Siang Ini  ,negatif
254,"Demo Tolak Kenaikan BBM Hampir Ricuh, Ribuan Mahasiswa Geruduk Kantor DPRD Rohul | https://t.co/scDIIx8Wib https://t.co/07PL7pB4y8",Demo Tolak Kenaikan BBM Hampir Ricuh  Ribuan Mahasiswa Geruduk Kantor DPRD Rohul      ,negatif
255,Harga Beras di Kota Serang Sudah Naik Sebelum Kenaikan BBM https://t.co/3uPE922NCi,Harga Beras di Kota Serang Sudah Naik Sebelum Kenaikan BBM  ,negatif
256,"Polres Jepara Terjunkan Personil Gabungan Amankan Aksi Unjuk Rasa Mahasiswa

Polres Jepara - Personel gabungan jajaran Polres Jepara diterjunkan guna melakukan pengamanan aksi unjuk rasa tolak kenaikan harga BBM yang dilakukan ratusan mahasiswa dari Aliansi Mahasiswa Jepara, https://t.co/zDtzwKRWHV",Polres Jepara Terjunkan Personil Gabungan Amankan Aksi Unjuk Rasa Mahasiswa  Polres Jepara   Personel gabungan jajaran Polres Jepara diterjunkan guna melakukan pengamanan aksi unjuk rasa tolak kenaikan harga BBM yang dilakukan ratusan mahasiswa dari Aliansi Mahasiswa Jepara   ,netral
257,"Hari ini (14/9) di Bangil, PKS serukan Tolak Kenaikan BBM
 ""PKS Kab Pasuruan menyatakan dg tegas menolak ats kenaikan BBM Bersubsidi dan jg mendesak pemerintah sgr membatalkan kenaikan BBM ini!"" tegas Agus Firmansyah, S.Kom, Ketua PKS Kab Pasuruan
@PKSejahtera
@PKSJATIM https://t.co/g4OsktZ7Mm",Hari ini       di Bangil  PKS serukan Tolak Kenaikan BBM   PKS Kab Pasuruan menyatakan dg tegas menolak ats kenaikan BBM Bersubsidi dan jg mendesak pemerintah sgr membatalkan kenaikan BBM ini   tegas Agus Firmansyah  S Kom  Ketua PKS Kab Pasuruan      ,netral
258,"rekomendasi dompet super-kiyowo ??

—thread

ios 26 menagin aku min seulgi pssi fifa fikri ngeri-ngeri sedap damai jaga kondusif bjorka seokjin kami menolak kenaikan bbm beauty 900 va keren no gimmick selasa #OurStarboyYeonjun #JENOxVOGUE #STYKangenBulgogi #kamujahat  #NYFW https://t.co/E02y5LtChG",rekomendasi dompet super kiyowo      thread  ios   menagin aku min seulgi pssi fifa fikri ngeri ngeri sedap damai jaga kondusif bjorka seokjin kami menolak kenaikan bbm beauty   va keren no gimmick selasa  OurStarboyYeonjun  JENOxVOGUE  STYKangenBulgogi  kamujahat   NYFW  ,netral
259,"rekomendasi cardigan &amp; outer dark tone ??

—thread

ios 16 bjorka pssi seulgi fifa menagin aku min damai jaga kondusif keren no gimmick fikri anies ngeri-ngeri sedap ROSÉ AT TIFFANY BOTANICA  kami menolak kenaikan bbm seokjin #OurStarboyYeonjun #JENOxVOGUE #kamujahat #NYFW https://t.co/LPHvDpFDmF",rekomendasi cardigan  amp  outer dark tone      thread  ios   bjorka pssi seulgi fifa menagin aku min damai jaga kondusif keren no gimmick fikri anies ngeri ngeri sedap ROS  AT TIFFANY BOTANICA  kami menolak kenaikan bbm seokjin  OurStarboyYeonjun  JENOxVOGUE  kamujahat  NYFW  ,netral
260,"Saya menyampaikan aspirasi tentang keresahan masyarakat terkait dampak kenaikan BBM terhadap perekonomian mereka. Kenaikan BBM ini sangat berpengaruh pada perekonomian masyarakat, seharusnnya pemerintah tidak mencabut subsidi saat ini.
#AHY
#PartaiDemokrat
https://t.co/MWarUWHzHp",Saya menyampaikan aspirasi tentang keresahan masyarakat terkait dampak kenaikan BBM terhadap perekonomian mereka  Kenaikan BBM ini sangat berpengaruh pada perekonomian masyarakat  seharusnnya pemerintah tidak mencabut subsidi saat ini   AHY  PartaiDemokrat  ,positif
261,"Pemerintah tetap berkeyakinan inflasi pada tahun 2022 akan bisa terkendali di bawah lima persen, meskipun ada kenaikan harga BBM subsidi.

https://t.co/yeov6xcqLK",Pemerintah tetap berkeyakinan inflasi pada tahun   akan bisa terkendali di bawah lima persen  meskipun ada kenaikan harga BBM subsidi    ,netral
